standard_event	dataset_label	standard_action	standard_activity	dataset
liquid	Hose pump			Singapura
liquid	Liquid			Fsd50k
liquid	Liquid			AudioSet_strong
liquid	Liquid			AudioSet
liquid	Pour	liquid_pouring		Fsd50k
liquid	Pour	liquid_pouring		AudioSet_strong
liquid	Pour	liquid_pouring		AudioSet
liquid	Pump (liquid)			AudioSet_strong
liquid	Pump (liquid)			AudioSet
liquid	Pump (liquid)			AudioSet
liquid	Pump (liquid)			AudioSet_strong
liquid	pumping water	pumping_water		VGGSound
liquid	Slosh	water_splashing		AudioSet_strong
liquid	Slosh	water_splashing		AudioSet
liquid	sloshing water	water_splashing		VGGSound
liquid	Splash_and_splatter	water_splashing		Fsd50k
liquid	Splash, splatter	water_splashing		AudioSet_strong
liquid	Splash, splatter	water_splashing		AudioSet
liquid	splashing water	water_splashing		VGGSound
liquid	Spray			AudioSet_strong
liquid	Spray			AudioSet
liquid	Squish	squish		AudioSet
liquid	Squish	squish		AudioSet_strong
liquid	squishing water	squish		VGGSound
liquid	Stir			AudioSet
liquid	Stir			AudioSet_strong
liquid	Trickle_and_dribble	liquid_pouring		Fsd50k
liquid	Trickle, dribble	liquid_pouring		AudioSet_strong
liquid	Trickle, dribble	liquid_pouring		AudioSet
				
pump_(liquid)	Pump (liquid)			AudioSet
pump_(liquid)	Pump (liquid)			AudioSet_strong
				
spray	Spray			AudioSet_strong
spray	Spray			AudioSet
				
stir	Stir			AudioSet
stir	Stir			AudioSet_strong
				
liquid_boiling	Boiling	liquid_boiling		Fsd50k
liquid_boiling	Boiling	liquid_boiling		AudioSet_strong
liquid_boiling	Boiling	liquid_boiling		AudioSet
				
liquid_dripping	Drip	liquid_dripping		Fsd50k
liquid_dripping	Drip	liquid_dripping		AudioSet_strong
liquid_dripping	Drip	liquid_dripping		AudioSet
				
water_splashing	Splash_and_splatter	water_splashing		Fsd50k
water_splashing	Splash, splatter	water_splashing		AudioSet_strong
water_splashing	Splash, splatter	water_splashing		AudioSet
water_splashing	Slosh	water_splashing		AudioSet_strong
water_splashing	Slosh	water_splashing		AudioSet
water_splashing	sloshing water	water_splashing		VGGSound
water_splashing	splashing water	water_splashing		VGGSound
				
slosh	Slosh	water_splashing		AudioSet_strong
slosh	Slosh	water_splashing		AudioSet
slosh	sloshing water	water_splashing		VGGSound
				
liquid_pouring	Pour	liquid_pouring		Fsd50k
liquid_pouring	Pour	liquid_pouring		AudioSet_strong
liquid_pouring	Pour	liquid_pouring		AudioSet
liquid_pouring	Trickle_and_dribble	liquid_pouring		Fsd50k
liquid_pouring	Trickle, dribble	liquid_pouring		AudioSet_strong
liquid_pouring	Trickle, dribble	liquid_pouring		AudioSet
liquid_pouring	Fill_(with_liquid)	liquid_pouring		Fsd50k
liquid_pouring	Fill (with liquid)	liquid_pouring		AudioSet_strong
liquid_pouring	Fill (with liquid)	liquid_pouring		AudioSet
liquid_pouring	Gush	liquid_pouring		AudioSet
liquid_pouring	Gush	liquid_pouring		AudioSet_strong
				
fill_(with_liquid)	Fill (with liquid)	liquid_pouring		AudioSet_strong
fill_(with_liquid)	Fill (with liquid)	liquid_pouring		AudioSet
				
trickle_dribble	Trickle, dribble	liquid_pouring		AudioSet_strong
trickle_dribble	Trickle, dribble	liquid_pouring		AudioSet
				
gush	Gush	liquid_pouring		AudioSet
gush	Gush	liquid_pouring		AudioSet_strong
				
mechanisms	Mechanisms			Fsd50k
mechanisms	Mechanisms			AudioSet_strong
mechanisms	Mechanisms			AudioSet
mechanisms	Mechanical_fan			Fsd50k
mechanisms	Mechanical fan			AudioSet_strong
mechanisms	Mechanical fan			AudioSet
mechanisms	bathroom ventilation fan running			VGGSound
mechanisms	Printer			Fsd50k
mechanisms	Printer			AudioSet_strong
mechanisms	Printer			AudioSet
mechanisms	printer printing			VGGSound
mechanisms	Ratchet_and_pawl			Fsd50k
mechanisms	Ratchet, pawl			AudioSet_strong
mechanisms	Ratchet, pawl			AudioSet
mechanisms	Camera			Fsd50k
mechanisms	Camera			AudioSet_strong
mechanisms	Camera			AudioSet
mechanisms	Single-lens reflex camera			AudioSet
mechanisms	Single-lens reflex camera			AudioSet_strong
mechanisms	Clock	clock_tick		Fsd50k
mechanisms	Clock	clock_tick		AudioSet_strong
mechanisms	Clock	clock_tick		AudioSet
mechanisms	Tick-tock	clock_tick		Fsd50k
mechanisms	Tick-tock	clock_tick		AudioSet_strong
mechanisms	Tick-tock	clock_tick		AudioSet
mechanisms	Tick	clock_tick		Fsd50k
mechanisms	Tick	clock_tick		AudioSet_strong
mechanisms	Tick	clock_tick		AudioSet
mechanisms	clock_tick	clock_tick		ESC50
mechanisms	cash register beeping	cash_register_beeping		MAESTROreal
mechanisms	Cash register	cash_register_beeping		AudioSet_strong
mechanisms	Cash register	cash_register_beeping		AudioSet
mechanisms	Gear			Singapura
mechanisms	Gears			AudioSet_strong
mechanisms	Gears			AudioSet
mechanisms	air_conditioner			UrbanSound8K
mechanisms	Air conditioning			AudioSet_strong
mechanisms	Air conditioning			AudioSet
mechanisms	coffee machine			MAESTROreal
mechanisms	Air conditioning			AudioSet_strong
mechanisms	Air conditioning			AudioSet
mechanisms	Sewing machine			AudioSet_strong
mechanisms	Sewing machine			AudioSet
mechanisms	using sewing machines			VGGSound
mechanisms	air conditioning noise			VGGSound
				
				
sewing_machine	using sewing machines			VGGSound
sewing_machine	Sewing machine			AudioSet_strong
sewing_machine	Sewing machine			AudioSet
				
air_conditioning	Air conditioning			AudioSet_strong
air_conditioning	Air conditioning			AudioSet
				
cash_register_beeping	cash register beeping	cash_register_beeping		MAESTROreal
cash_register_beeping	Cash register	cash_register_beeping		AudioSet_strong
cash_register_beeping	Cash register	cash_register_beeping		AudioSet
				
clock_tick	Clock	clock_tick		Fsd50k
clock_tick	Clock	clock_tick		AudioSet_strong
clock_tick	Clock	clock_tick		AudioSet
clock_tick	Tick-tock	clock_tick		Fsd50k
clock_tick	Tick-tock	clock_tick		AudioSet_strong
clock_tick	Tick-tock	clock_tick		AudioSet
clock_tick	Tick	clock_tick		Fsd50k
clock_tick	Tick	clock_tick		AudioSet_strong
clock_tick	Tick	clock_tick		AudioSet
clock_tick	clock_tick	clock_tick		ESC50
				
camera	Camera			Fsd50k
camera	Camera			AudioSet_strong
camera	Camera			AudioSet
camera	Single-lens reflex camera			AudioSet_strong
camera	Single-lens reflex camera			AudioSet
				
tick-tock	Tick-tock	clock_tick		Fsd50k
tick-tock	Tick-tock	clock_tick		AudioSet_strong
tick-tock	Tick-tock	clock_tick		AudioSet
				
single-lens_reflex_camera	Single-lens reflex camera			AudioSet
single-lens_reflex_camera	Single-lens reflex camera			AudioSet_strong
				
mechanical_fan	Mechanical_fan			Fsd50k
mechanical_fan	Mechanical fan			AudioSet_strong
mechanical_fan	Mechanical fan			AudioSet
mechanical_fan	bathroom ventilation fan running			VGGSound
				
printer	Printer			Fsd50k
printer	Printer			AudioSet_strong
printer	Printer			AudioSet
printer	printer printing			VGGSound
				
ratchet_or_pawl	Ratchet_and_pawl			Fsd50k
ratchet_or_pawl	Ratchet, pawl			AudioSet_strong
ratchet_or_pawl	Ratchet, pawl			AudioSet
				
source-ambiguous_sounds	Bang	bang		AudioSet_strong
source-ambiguous_sounds	Bang	bang		AudioSet
source-ambiguous_sounds	Beep, bleep			AudioSet
source-ambiguous_sounds	Beep, bleep			AudioSet_strong
source-ambiguous_sounds	Boing			AudioSet_strong
source-ambiguous_sounds	Boing			AudioSet
source-ambiguous_sounds	Bouncing	bouncing		AudioSet_strong
source-ambiguous_sounds	Bouncing	bouncing		AudioSet
source-ambiguous_sounds	Breaking	breaking		AudioSet_strong
source-ambiguous_sounds	Breaking	breaking		AudioSet
source-ambiguous_sounds	Brief tone			AudioSet_strong
source-ambiguous_sounds	Chirp tone			AudioSet_strong
source-ambiguous_sounds	Chirp tone			AudioSet
source-ambiguous_sounds	Chirp tone			AudioSet_strong
source-ambiguous_sounds	Chirp tone			AudioSet
source-ambiguous_sounds	Chirp, tweet			AudioSet
source-ambiguous_sounds	Chirp, tweet			AudioSet_strong
source-ambiguous_sounds	Clang			AudioSet
source-ambiguous_sounds	Clang			AudioSet_strong
source-ambiguous_sounds	Clatter			AudioSet_strong
source-ambiguous_sounds	Clatter			AudioSet
source-ambiguous_sounds	Cleaning		cleaning	Singapura
source-ambiguous_sounds	Clickety-clack			AudioSet
source-ambiguous_sounds	Clickety-clack			AudioSet_strong
source-ambiguous_sounds	Clicking			AudioSet_strong
source-ambiguous_sounds	Clicking			AudioSet
source-ambiguous_sounds	Clip-clop			AudioSet_strong
source-ambiguous_sounds	Clunk			AudioSet_strong
source-ambiguous_sounds	Crack			AudioSet_strong
source-ambiguous_sounds	Crack			AudioSet
source-ambiguous_sounds	Crack			Fsd50k
source-ambiguous_sounds	Crackle	crackle		Fsd50k
source-ambiguous_sounds	Crackle	crackle		AudioSet_strong
source-ambiguous_sounds	Crackle	crackle		AudioSet
source-ambiguous_sounds	Creak			AudioSet
source-ambiguous_sounds	Creak			AudioSet_strong
source-ambiguous_sounds	Crumpling_and_crinkling	crumbling,_crinkling		Fsd50k
source-ambiguous_sounds	Crumpling_and_crinkling	crumbling,_crinkling		Fsd50k
source-ambiguous_sounds	Crumpling, crinkling	crumbling,_crinkling		AudioSet_strong
source-ambiguous_sounds	Crumpling, crinkling	crumbling,_crinkling		AudioSet
source-ambiguous_sounds	Crunch			AudioSet_strong
source-ambiguous_sounds	Crunch			AudioSet
source-ambiguous_sounds	Crushing		crushing	Fsd50k
source-ambiguous_sounds	Crushing		crushing	AudioSet_strong
source-ambiguous_sounds	Crushing		crushing	AudioSet
source-ambiguous_sounds	Deformable shell			AudioSet_strong
source-ambiguous_sounds	Ding			AudioSet
source-ambiguous_sounds	Ding			AudioSet_strong
source-ambiguous_sounds	Fizz			AudioSet_strong
source-ambiguous_sounds	Flap	flap		AudioSet_strong
source-ambiguous_sounds	Flap	flap		AudioSet
source-ambiguous_sounds	Generic impact sounds			AudioSet_strong
source-ambiguous_sounds	Grind			AudioSet_strong
source-ambiguous_sounds	Harmonic			AudioSet_strong
source-ambiguous_sounds	Harmonic			AudioSet
source-ambiguous_sounds	Hiss	hiss		Fsd50k
source-ambiguous_sounds	Hiss	hiss		AudioSet_strong
source-ambiguous_sounds	Hiss	hiss		AudioSet
source-ambiguous_sounds	Hiss	hiss		Fsd50k
source-ambiguous_sounds	Hiss	hiss		AudioSet_strong
source-ambiguous_sounds	Hiss	hiss		AudioSet
source-ambiguous_sounds	Hum			AudioSet
source-ambiguous_sounds	Hum			AudioSet_strong
source-ambiguous_sounds	Jingle, tinkle			AudioSet_strong
source-ambiguous_sounds	Jingle, tinkle			AudioSet
source-ambiguous_sounds	knock	knock		Nigens
source-ambiguous_sounds	Knock	knock		Fsd50k
source-ambiguous_sounds	Knock	knock		AudioSet_strong
source-ambiguous_sounds	Knock	knock		AudioSet
source-ambiguous_sounds	Knock	door_knock		Starss22
source-ambiguous_sounds	object falling	object_fall		ReaLISED
source-ambiguous_sounds	Other sourceless			AudioSet_strong
source-ambiguous_sounds	Ping			AudioSet
source-ambiguous_sounds	Ping			AudioSet_strong
source-ambiguous_sounds	Plastic crinkling			Singapura
source-ambiguous_sounds	Plop			AudioSet_strong
source-ambiguous_sounds	Plop			AudioSet
source-ambiguous_sounds	Puff			AudioSet_strong
source-ambiguous_sounds	Pulse			AudioSet_strong
source-ambiguous_sounds	Pulse			AudioSet
source-ambiguous_sounds	quiet			Archeo
source-ambiguous_sounds	Rattle			Fsd50k
source-ambiguous_sounds	Rattle			AudioSet_strong
source-ambiguous_sounds	Rattle			AudioSet
source-ambiguous_sounds	Roll	roll		AudioSet_strong
source-ambiguous_sounds	Roll	roll		AudioSet
source-ambiguous_sounds	Rub	rub		AudioSet_strong
source-ambiguous_sounds	Rub	rub		AudioSet
source-ambiguous_sounds	Rumble			AudioSet_strong
source-ambiguous_sounds	Rumble			AudioSet
source-ambiguous_sounds	Rustle			AudioSet
source-ambiguous_sounds	Rustle			AudioSet_strong
source-ambiguous_sounds	Scrape	scrape		AudioSet_strong
source-ambiguous_sounds	Scrape	scrape		AudioSet
source-ambiguous_sounds	Scratch	scratch		AudioSet_strong
source-ambiguous_sounds	Scratch	scratch		AudioSet
source-ambiguous_sounds	Screech	screech		Fsd50k
source-ambiguous_sounds	Screech	screech		AudioSet_strong
source-ambiguous_sounds	Screech	screech		AudioSet
source-ambiguous_sounds	Screeching	screech		Singapura
source-ambiguous_sounds	Silence			AudioSet_strong
source-ambiguous_sounds	Silence			AudioSet
source-ambiguous_sounds	Silence / background noise only			CHiMEHome
source-ambiguous_sounds	Sine wave			AudioSet_strong
source-ambiguous_sounds	Sine wave			AudioSet
source-ambiguous_sounds	Sizzle			AudioSet_strong
source-ambiguous_sounds	Sizzle			AudioSet
source-ambiguous_sounds	Slap, smack			AudioSet_strong
source-ambiguous_sounds	Slap, smack			AudioSet
source-ambiguous_sounds	Slap, smack	slap_or_smack		AudioSet_strong
source-ambiguous_sounds	Slap, smack	slap_or_smack		AudioSet
source-ambiguous_sounds	Smash, crash	smash_or_crash		AudioSet_strong
source-ambiguous_sounds	Smash, crash	smash_or_crash		AudioSet
source-ambiguous_sounds	Smash, crash	smash_or_crash		AudioSet_strong
source-ambiguous_sounds	Smash, crash	smash_or_crash		AudioSet
source-ambiguous_sounds	crash	smash_or_crash		Nigens
source-ambiguous_sounds	Snap			AudioSet_strong
source-ambiguous_sounds	Snap			AudioSet
source-ambiguous_sounds	Snap			AudioSet_strong
source-ambiguous_sounds	Snap			AudioSet
source-ambiguous_sounds	Sound effect			AudioSet_strong
source-ambiguous_sounds	Sound effect			AudioSet
source-ambiguous_sounds	Source-ambiguous sounds			AudioSet_strong
source-ambiguous_sounds	Squeak	squeak		Fsd50k
source-ambiguous_sounds	Squeak	squeak		AudioSet_strong
source-ambiguous_sounds	Squeak	squeak		AudioSet
source-ambiguous_sounds	Squeal			AudioSet
source-ambiguous_sounds	Squeal			AudioSet_strong
source-ambiguous_sounds	Squish	squish		AudioSet
source-ambiguous_sounds	Squish	squish		AudioSet_strong
source-ambiguous_sounds	Surface contact			AudioSet_strong
source-ambiguous_sounds	Tap		tapping	Fsd50k
source-ambiguous_sounds	Tap		tapping	AudioSet_strong
source-ambiguous_sounds	Tap		tapping	AudioSet
source-ambiguous_sounds	Tearing	tearing		Fsd50k
source-ambiguous_sounds	Tearing	tearing		AudioSet_strong
source-ambiguous_sounds	Tearing	tearing		AudioSet
source-ambiguous_sounds	Thump_and_thud			Fsd50k
source-ambiguous_sounds	Thump, thud			AudioSet_strong
source-ambiguous_sounds	Thump, thud			AudioSet
source-ambiguous_sounds	Thunk			AudioSet_strong
source-ambiguous_sounds	Thunk			AudioSet
source-ambiguous_sounds	Whack, thwack	whack_or_thwack		AudioSet_strong
source-ambiguous_sounds	Whack, thwack	whack_or_thwack		AudioSet
source-ambiguous_sounds	Whip	whip		AudioSet_strong
source-ambiguous_sounds	Whip	whip		AudioSet
source-ambiguous_sounds	Whir			AudioSet_strong
source-ambiguous_sounds	Whir			AudioSet
source-ambiguous_sounds	Whoosh_and_swoosh_and_swish			Fsd50k
source-ambiguous_sounds	Whoosh_and_swoosh_and_swish			Fsd50k
source-ambiguous_sounds	Whoosh, swoosh, swish			AudioSet_strong
source-ambiguous_sounds	Whoosh, swoosh, swish			AudioSet
source-ambiguous_sounds	Whoosh, swoosh, swish			AudioSet_strong
source-ambiguous_sounds	Whoosh, swoosh, swish			AudioSet
source-ambiguous_sounds	Sweeping			AudioSet_strong
source-ambiguous_sounds	Wobble			AudioSet_strong
source-ambiguous_sounds	Zing			AudioSet
source-ambiguous_sounds	Zing			AudioSet_strong
source-ambiguous_sounds	impact			NoisenseDb
source-ambiguous_sounds	plastic bottle crushing			VGGSound
source-ambiguous_sounds	squishing water	squish		VGGSound
				
onomatopoeia	Beep, bleep			AudioSet
onomatopoeia	Beep, bleep			AudioSet_strong
onomatopoeia	Boing			AudioSet_strong
onomatopoeia	Boing			AudioSet
onomatopoeia	Brief tone			AudioSet_strong
onomatopoeia	Chirp, tweet			AudioSet
onomatopoeia	Chirp, tweet			AudioSet_strong
onomatopoeia	Clang			AudioSet
onomatopoeia	Clang			AudioSet_strong
onomatopoeia	Clatter			AudioSet_strong
onomatopoeia	Clatter			AudioSet
onomatopoeia	Clickety-clack			AudioSet
onomatopoeia	Clickety-clack			AudioSet_strong
onomatopoeia	Clicking			AudioSet_strong
onomatopoeia	Clicking			AudioSet
onomatopoeia	Clip-clop			AudioSet_strong
onomatopoeia	Crack			Fsd50k
onomatopoeia	Crack			AudioSet_strong
onomatopoeia	Crack			AudioSet
onomatopoeia	Crackle	crackle		Fsd50k
onomatopoeia	Crackle	crackle		AudioSet_strong
onomatopoeia	Crackle	crackle		AudioSet
onomatopoeia	Creak			AudioSet
onomatopoeia	Creak			AudioSet_strong
onomatopoeia	Crunch			AudioSet_strong
onomatopoeia	Crunch			AudioSet
onomatopoeia	Ding			AudioSet
onomatopoeia	Ding			AudioSet_strong
onomatopoeia	Fizz			AudioSet_strong
onomatopoeia	Hiss	hiss		Fsd50k
onomatopoeia	Hiss	hiss		AudioSet_strong
onomatopoeia	Hiss	hiss		AudioSet
onomatopoeia	Hum			AudioSet
onomatopoeia	Hum			AudioSet_strong
onomatopoeia	Jingle, tinkle			AudioSet_strong
onomatopoeia	Jingle, tinkle			AudioSet
onomatopoeia	Ping			AudioSet
onomatopoeia	Ping			AudioSet_strong
onomatopoeia	Plop			AudioSet_strong
onomatopoeia	Plop			AudioSet
onomatopoeia	Puff			AudioSet_strong
onomatopoeia	Rattle			Fsd50k
onomatopoeia	Rattle			AudioSet_strong
onomatopoeia	Rattle			AudioSet
onomatopoeia	Rumble			AudioSet_strong
onomatopoeia	Rumble			AudioSet
onomatopoeia	Rustle			AudioSet
onomatopoeia	Rustle			AudioSet_strong
onomatopoeia	Screech	screech		Fsd50k
onomatopoeia	Screech	screech		AudioSet_strong
onomatopoeia	Screech	screech		AudioSet
onomatopoeia	Screeching	screech		Singapura
onomatopoeia	Sizzle			AudioSet_strong
onomatopoeia	Sizzle			AudioSet
onomatopoeia	Snap			AudioSet_strong
onomatopoeia	Snap			AudioSet
onomatopoeia	Squeak	squeak		Fsd50k
onomatopoeia	Squeak	squeak		AudioSet_strong
onomatopoeia	Squeak	squeak		AudioSet
onomatopoeia	Squeal			AudioSet
onomatopoeia	Squeal			AudioSet_strong
onomatopoeia	Squish	squish		AudioSet
onomatopoeia	Squish	squish		AudioSet_strong
onomatopoeia	squishing water	squish		VGGSound
onomatopoeia	Whir			AudioSet_strong
onomatopoeia	Whir			AudioSet
onomatopoeia	Whoosh_and_swoosh_and_swish			Fsd50k
onomatopoeia	Whoosh, swoosh, swish			AudioSet_strong
onomatopoeia	Whoosh, swoosh, swish			AudioSet
onomatopoeia	Sweeping			AudioSet_strong
onomatopoeia	Zing			AudioSet
onomatopoeia	Zing			AudioSet_strong
				
puff	Puff			AudioSet_strong
				
crunch	Crunch			AudioSet_strong
crunch	Crunch			AudioSet
				
crackle	Crackle	crackle		Fsd50k
crackle	Crackle	crackle		AudioSet_strong
crackle	Crackle	crackle		AudioSet
				
zing	Zing			AudioSet
zing	Zing			AudioSet_strong
				
squish	Squish	Squish		AudioSet
squish	Squish	Squish		AudioSet_strong
squish	squishing water	squish		VGGSound
				
squishing_water	squishing water	squish		VGGSound
				
				
hum	Hum			AudioSet
hum	Hum			AudioSet_strong
				
fizz	Fizz			AudioSet_strong
				
jingle_tinkle	Jingle, tinkle			AudioSet_strong
jingle_tinkle	Jingle, tinkle			AudioSet
				
plop	Plop			AudioSet_strong
plop	Plop			AudioSet
				
rumble	Rumble			AudioSet_strong
rumble	Rumble			AudioSet
				
clicking	Clip-clop			AudioSet_strong
clicking	Clip-clop			AudioSet
clicking	Clicking			AudioSet_strong
clicking	Clicking			AudioSet
clicking	Clickety-clack			AudioSet
clicking	Clickety-clack			AudioSet_strong
				
clickety-clack	Clickety-clack			AudioSet
clickety-clack	Clickety-clack			AudioSet_strong
				
clip-clop	Clip-clop			AudioSet_strong
clip-clop	Clip-clop			AudioSet
				
sizzle	Sizzle			AudioSet_strong
sizzle	Sizzle			AudioSet
				
clatter	Clatter			AudioSet_strong
clatter	Clatter			AudioSet
				
whir	Whir			AudioSet_strong
whir	Whir			AudioSet
				
brief_tone	Brief tone			AudioSet_strong
brief_tone	Beep, bleep			AudioSet
brief_tone	Beep, bleep			AudioSet_strong
brief_tone	Ping			AudioSet
brief_tone	Ping			AudioSet_strong
brief_tone	Ding			AudioSet
brief_tone	Ding			AudioSet_strong
brief_tone	Clang			AudioSet
brief_tone	Clang			AudioSet_strong
brief_tone	Chirp, tweet			AudioSet
brief_tone	Chirp, tweet			AudioSet_strong
brief_tone	Squeal			AudioSet
brief_tone	Squeal			AudioSet_strong
brief_tone	Screech	screech		Fsd50k
brief_tone	Screech	screech		AudioSet_strong
brief_tone	Screech	screech		AudioSet
brief_tone	Screeching	screech		Singapura
				
				
rustle	Rustle			AudioSet
rustle	Rustle			AudioSet_strong
				
rattle	Rattle			Fsd50k
rattle	Rattle			AudioSet_strong
rattle	Rattle			AudioSet
				
creak	Creak			AudioSet
creak	Creak			AudioSet_strong
				
screech	Screech	screech		Fsd50k
screech	Screech	screech		AudioSet_strong
screech	Screech	screech		AudioSet
screech	Screeching	screech		Singapura
				
squeal	Squeal			AudioSet
squeal	Squeal			AudioSet_strong
				
clang	Clang			AudioSet
clang	Clang			AudioSet_strong
				
ding	Ding			AudioSet
ding	Ding			AudioSet_strong
				
ping	Ping			AudioSet
ping	Ping			AudioSet_strong
				
bleep_bleep	Beep, bleep			AudioSet
bleep_bleep	Beep, bleep			AudioSet_strong
				
squeak	Squeak	squeak		Fsd50k
squeak	Squeak	squeak		AudioSet_strong
squeak	Squeak	squeak		AudioSet
				
other_sourceless	Other sourceless			AudioSet_strong
other_sourceless	Sine wave			AudioSet_strong
other_sourceless	Sine wave			AudioSet
other_sourceless	Chirp tone			AudioSet_strong
other_sourceless	Chirp tone			AudioSet
other_sourceless	Sound effect			AudioSet_strong
other_sourceless	Sound effect			AudioSet
other_sourceless	Pulse			AudioSet_strong
other_sourceless	Pulse			AudioSet
other_sourceless	Harmonic			AudioSet_strong
other_sourceless	Harmonic			AudioSet
				
pulse	Pulse			AudioSet_strong
pulse	Pulse			AudioSet
				
sound_effect	Sound effect			AudioSet_strong
sound_effect	Sound effect			AudioSet
				
deformable_shell	Deformable shell			AudioSet_strong
deformable_shell	Crushing		crushing	Fsd50k
deformable_shell	Crushing		crushing	AudioSet_strong
deformable_shell	Crushing		crushing	AudioSet
deformable_shell	Crumpling_and_crinkling	crumbling,_crinkling		Fsd50k
deformable_shell	Crumpling, crinkling	crumbling,_crinkling		AudioSet_strong
deformable_shell	Crumpling, crinkling	crumbling,_crinkling		AudioSet
deformable_shell	Tearing	tearing		Fsd50k
deformable_shell	Tearing	tearing		AudioSet_strong
deformable_shell	Tearing	tearing		AudioSet
				
surface_contact	Surface contact			AudioSet_strong
surface_contact	Scratch	scratch		AudioSet_strong
surface_contact	Scratch	scratch		AudioSet
surface_contact	Scrape	scrape		AudioSet_strong
surface_contact	Scrape	scrape		AudioSet
surface_contact	Rub	rub		AudioSet_strong
surface_contact	Rub	rub		AudioSet
surface_contact	Roll	roll		AudioSet_strong
surface_contact	Roll	roll		AudioSet
surface_contact	Grind			AudioSet_strong
				
grind	Grind			AudioSet_strong
				
roll	Roll	roll		AudioSet_strong
roll	Roll	roll		AudioSet
				
rub	Rub	rub		AudioSet_strong
rub	Rub	rub		AudioSet
				
scrape	Scrape	scrape		AudioSet_strong
scrape	Scrape	scrape		AudioSet
				
scratch	Scratch	scratch		AudioSet_strong
scratch	Scratch	scratch		AudioSet
				
generic_impact_sounds	Generic impact sounds			AudioSet_strong
generic_impact_sounds	Bang	bang		AudioSet_strong
generic_impact_sounds	Bang	bang		AudioSet
generic_impact_sounds	Slap, smack	slap_or_smack		AudioSet_strong
generic_impact_sounds	Slap, smack	slap_or_smack		AudioSet
generic_impact_sounds	Whack, thwack	whack_or_thwack		AudioSet_strong
generic_impact_sounds	Whack, thwack	whack_or_thwack		AudioSet
generic_impact_sounds	Smash, crash	smash_or_crash		AudioSet_strong
generic_impact_sounds	Smash, crash	smash_or_crash		AudioSet
generic_impact_sounds	crash	smash_or_crash		Nigens
generic_impact_sounds	Breaking	breaking		AudioSet_strong
generic_impact_sounds	Breaking	breaking		AudioSet
generic_impact_sounds	Bouncing	bouncing		AudioSet_strong
generic_impact_sounds	Bouncing	bouncing		AudioSet
generic_impact_sounds	knock	knock		Nigens
generic_impact_sounds	Knock	knock		Fsd50k
generic_impact_sounds	Knock	knock		AudioSet_strong
generic_impact_sounds	Knock	knock		AudioSet
generic_impact_sounds	Knock	door_knock		Starss22
generic_impact_sounds	Tap		tapping	Fsd50k
generic_impact_sounds	Tap		tapping	AudioSet_strong
generic_impact_sounds	Tap		tapping	AudioSet
generic_impact_sounds	Thump_and_thud			Fsd50k
generic_impact_sounds	Thump, thud			AudioSet_strong
generic_impact_sounds	Thump, thud			AudioSet
generic_impact_sounds	Clunk			AudioSet_strong
generic_impact_sounds	impact			NoisenseDb
generic_impact_sounds	Thunk			AudioSet_strong
generic_impact_sounds	Thunk			AudioSet
generic_impact_sounds	Whip	whip		AudioSet_strong
generic_impact_sounds	Whip	whip		AudioSet
generic_impact_sounds	Flap	flap		AudioSet_strong
generic_impact_sounds	Flap	flap		AudioSet
				
flap	Flap	flap		AudioSet_strong
flap	Flap	flap		AudioSet
				
whip	Whip	whip		AudioSet_strong
whip	Whip	whip		AudioSet
				
knock	Knock	knock		Fsd50k
knock	Knock	knock		AudioSet_strong
knock	Knock	knock		AudioSet
knock	Knock	knock		Starss22
knock	Knock	door_knock		Starss22
				
smash_or_crash	Smash, crash	smash_or_crash		AudioSet_strong
smash_or_crash	Smash, crash	smash_or_crash		AudioSet
smash_or_crash	crash	smash_or_crash		Nigens
				
whack_or_thwack	Whack, thwack	whack_or_thwack		AudioSet_strong
whack_or_thwack	Whack, thwack	whack_or_thwack		AudioSet
				
slap_or_smack	Slap, smack	slap_or_smack		AudioSet_strong
slap_or_smack	Slap, smack	slap_or_smack		AudioSet
				
sine_wave	Sine wave			AudioSet_strong
sine_wave	Sine wave			AudioSet
sine_wave	Chirp tone			AudioSet_strong
sine_wave	Chirp tone			AudioSet
sine_wave	Harmonic			AudioSet_strong
sine_wave	Harmonic			AudioSet
				
harmonic	Harmonic			AudioSet_strong
harmonic	Harmonic			AudioSet
				
chirp_tone	Chirp tone			AudioSet_strong
chirp_tone	Chirp tone			AudioSet
				
breaking	Breaking	breaking		AudioSet_strong
breaking	Breaking	breaking		AudioSet
				
bouncing	Bouncing	bouncing		AudioSet_strong
bouncing	Bouncing	bouncing		AudioSet
				
				
				
boing	Boing			AudioSet_strong
boing	Boing			AudioSet
				
bang	Bang	bang		AudioSet_strong
bang	Bang	bang		AudioSet
				
thump_or_thud	Thump_and_thud			Fsd50k
thump_or_thud	Thump, thud			AudioSet_strong
thump_or_thud	Thump, thud			AudioSet
thump_or_thud	Thunk			AudioSet_strong
thump_or_thud	Thunk			AudioSet
thump_or_thud	Clunk			AudioSet_strong
				
clunk	Clunk			AudioSet_strong
				
thunk	Thunk			AudioSet_strong
thunk	Thunk			AudioSet
				
tearing	Tearing	tearing		Fsd50k
tearing	Tearing	tearing		AudioSet_strong
tearing	Tearing	tearing		AudioSet
				
tapping	Tap		tapping	Fsd50k
tapping	Tap		tapping	AudioSet_strong
tapping	Tap		tapping	AudioSet
				
crushing	Crushing		crushing	Fsd50k
crushing	Crushing		crushing	AudioSet_strong
