standard_event	dataset_label	standard_action	standard_activity	dataset
car_horn	car_horn	vehicle_horn		MAESTROsynthetic
car_horn	car-horn	car_horn		SONYC
car_horn	car-horn	vehicle_horn		SONYC
car_horn	Toot	car_horn		AudioSet_strong
car_horn	Toot	car_horn		AudioSet
car_horn	Toot	vehicle_horn		AudioSet_strong
car_horn	Toot	vehicle_horn		AudioSet
car_horn	Vehicle horn, car horn, honking	car_horn		AudioSet
car_horn	Vehicle horn, car horn, honking	vehicle_horn		AudioSet
car_horn	Vehicle horn, car horn, honking, toot	car_horn		AudioSet_strong
car_horn	Vehicle horn, car horn, honking, toot	vehicle_horn		AudioSet_strong
car_horn	vehicle horn, car horn, honking	vehicle_horn		VGGSound
car_horn	vehicle horn, car horn, honking	car_horn		VGGSound
car_horn	Vehicle_horn_and_car_horn_and_honking	car_horn		Fsd50k
car_horn	Vehicle_horn_and_car_horn_and_honking	vehicle_horn		Fsd50k
				
reverse_beeper	reverse-beeper	reverse_beeper		SONYC
reverse_beeper	Reverse beeper	reverse_beeper		Singapura
reverse_beeper	Reversing beeps	reverse_beeper		AudioSet_strong
reverse_beeper	Reversing beeps	reverse_beeper		AudioSet
reverse_beeper	reversing beeps	reverse_beeper		VGGSound
				
music	A capella		singing	AudioSet
music	Accordion			Fsd50k
music	Accordion			AudioSet
music	Acoustic guitar			AudioSet
music	Acoustic_guitar			Fsd50k
music	Afrobeat			AudioSet
music	Alto saxophone			AudioSet
music	Ambient music			AudioSet
music	Ambient music			AudioSet
music	Angry music			AudioSet
music	Angry music			AudioSet
music	Background music			AudioSet
music	Bagpipes			AudioSet
music	Banjo			AudioSet
music	Bass drum			AudioSet
music	Bass guitar			AudioSet
music	Bass_drum			Fsd50k
music	Bass_guitar			Fsd50k
music	Bassline			AudioSet
music	Bassoon			AudioSet
music	Beat			AudioSet
music	Beatboxing			AudioSet
music	beat boxing			VGGSound
music	Bell			Fsd50k
music	Bell			AudioSet_strong
music	Bell			AudioSet
music	Birthday music			AudioSet
music	Bluegrass			AudioSet
music	Blues			AudioSet
music	Bowed string instrument			AudioSet
music	Bowed_string_instrument			Fsd50k
music	Brass instrument			AudioSet
music	Brass_instrument			Fsd50k
music	Bugle			AudioSet
music	Carnatic music			AudioSet
music	Cello			AudioSet
music	Chant	chant	singing	AudioSet_strong
music	Chant	chant	singing	AudioSet
music	Chime			Fsd50k
music	Chime			AudioSet_strong
music	Chime			AudioSet
music	Choir		singing	AudioSet_strong
music	Choir		singing	AudioSet
music	Choir		singing	AudioSet_strong
music	Choir		singing	AudioSet
music	Choir		choir_singing	AudioSet_strong
music	Choir		choir_singing	AudioSet
music	singing choir		choir_singing	VGGSound
music	singing choir		singing	VGGSound
music	Chord			AudioSet
music	Christian music			AudioSet
music	Christmas music			AudioSet
music	Church bell	church_bell_ringing		AudioSet
music	Church bell	church_bell_ringing		AudioSet_strong
music	Church_bell	church_bell_ringing		Fsd50k
music	church_bells	church_bell_ringing		ESC50
music	church bell ringing	church_bell_ringing		VGGSound
music	Church bell	bell_ringing		AudioSet
music	Church bell	bell_ringing		AudioSet_strong
music	Church_bell	bell_ringing		Fsd50k
music	church_bells	bell_ringing		ESC50
music	church bell ringing	bell_ringing		VGGSound
music	Clarinet			AudioSet
music	Classical music			AudioSet
music	Clavinet			AudioSet
music	Cornet			AudioSet
music	Country			AudioSet
music	Country			AudioSet
music	Cowbell			Fsd50k
music	Cowbell			AudioSet
music	Cowbell			AudioSet_strong
music	Crash cymbal			AudioSet
music	Crash_cymbal			Fsd50k
music	Crash_cymbal			AudioSet_strong
music	Cumbia			AudioSet
music	Cymbal			Fsd50k
music	Cymbal			AudioSet
music	Cymbal			AudioSet_strong
music	Dance music			AudioSet
music	Didgeridoo			AudioSet
music	Disco			AudioSet
music	Double bass			AudioSet
music	Drone			AudioSet
music	Drone music			AudioSet
music	Drum			Fsd50k
music	Drum			AudioSet
music	Drum and bass			AudioSet
music	Drum beat			AudioSet
music	Drum kit			AudioSet
music	Drum machine			AudioSet
music	Drum roll			AudioSet
music	Drum_kit			Fsd50k
music	Dub			AudioSet
music	Dubstep			AudioSet
music	Electric guitar			AudioSet
music	Electric piano			AudioSet
music	Electric_guitar			Fsd50k
music	Electro			AudioSet
music	Electronic dance music			AudioSet
music	Electronic music			AudioSet
music	Electronic organ			AudioSet
music	Electronica			AudioSet
music	Exciting music			AudioSet
music	Flamenco			AudioSet
music	Flute			AudioSet
music	Folk music			AudioSet
music	French horn			AudioSet
music	Funk			AudioSet
music	Funk carioca			AudioSet
music	Funny music			AudioSet
music	Glockenspiel			Fsd50k
music	Glockenspiel			AudioSet
music	Gong			Fsd50k
music	Gong			AudioSet
music	Gospel music			AudioSet
music	Grime music			AudioSet
music	Grunge			AudioSet
music	Guitar			Fsd50k
music	Guitar			AudioSet
music	Hammond organ			AudioSet
music	Happy music			AudioSet
music	Harmonica			Fsd50k
music	Harmonica			AudioSet
music	Harmony			AudioSet
music	Harp			Fsd50k
music	Harp			AudioSet
music	Harpsichord			AudioSet
music	Heavy metal			AudioSet
music	Hi-hat			Fsd50k
music	Hi-hat			AudioSet
music	Hip hop music			AudioSet
music	House music			AudioSet
music	ice-cream-truck			SONYC
music	Independent music			AudioSet
music	Jazz			AudioSet
music	Jingle (music)			AudioSet
music	Keyboard (musical)			AudioSet
music	Keyboard_(musical)			Fsd50k
music	Kuduro			AudioSet
music	Kwaito			AudioSet
music	Loop			AudioSet
music	Lullaby			AudioSet
music	Mallet percussion			AudioSet
music	Mallet_percussion			Fsd50k
music	Mandolin			AudioSet
music	Mantra	chant	singing	AudioSet_strong
music	Mantra	chant	singing	AudioSet
music	Maraca			AudioSet
music	Marimba_and_xylophone			Fsd50k
music	Marimba, xylophone			AudioSet
music	Mellotron			AudioSet
music	Melody			AudioSet
music	Middle Eastern music			AudioSet
music	Mobile music			Singapura
music	mobile-music			SONYC
music	music			Archeo
music	Music			Starss22
music	music			MAVDtraffic
music	Music			Singapura
music	music			MATS
music	music			NoisenseDb
music	Music			AudioSet
music	Music			Fsd50k
music	Music			AudioSet_strong
music	Music for children			AudioSet
music	Music of Africa			AudioSet
music	Music of Asia			AudioSet
music	Music of Bollywood			AudioSet
music	Music of Latin America			AudioSet
music	music-from-uncertain-source			SONYC
music	Musical instrument			AudioSet
music	Musical instrument			Starss22
music	Musical instrument			AudioSet
music	Musical instrument			Starss22
music	Musical note			AudioSet
music	Musical_instrument			Fsd50k
music	Musical_instrument			Fsd50k
music	New-age music			AudioSet
music	Noise music			AudioSet
music	Oboe			AudioSet
music	Oldschool jungle			AudioSet
music	Opera			AudioSet
music	Orchestra			AudioSet
music	orchestra			VGGSound
music	Organ			Fsd50k
music	Organ			AudioSet
music	Percussion			Fsd50k
music	Percussion			AudioSet
music	Piano			Fsd50k
music	Piano			AudioSet
music	piano			TAUNIGENSSpatialSoundEvents2020
music	piano			Nigens
music	Pizzicato			AudioSet
music	Plucked string instrument			AudioSet
music	Plucked_string_instrument			Fsd50k
music	Pop music			AudioSet
music	Progressive rock			AudioSet
music	Psychedelic rock			AudioSet
music	Punk rock			AudioSet
music	Rattle (instrument)			AudioSet_strong
music	Rattle (instrument)			AudioSet
music	Rattle_(instrument)			Fsd50k
music	Reggae			AudioSet
music	Rhodes piano			AudioSet
music	Rhythm and blues			AudioSet
music	Rimshot			AudioSet
music	Ringtone			Fsd50k
music	Ringtone			AudioSet_strong
music	Ringtone			AudioSet
music	Rock and roll			AudioSet
music	Rock music			AudioSet
music	Sad music			AudioSet
music	Salsa music			AudioSet
music	Sampler			AudioSet
music	Saxophone			AudioSet
music	Scary music			AudioSet
music	Scratching (performance technique)	vinyl_scratching		AudioSet
music	Scratching (performance technique)	vinyl_scratching		Fsd50k
music	Scratching_(performance_technique)	vinyl_scratching		Fsd50k
music	Shofar			AudioSet
music	Singing bowl			AudioSet
music	singing bowl			VGGSound
music	singing choir			VGGSound
music	Sitar			AudioSet
music	Ska			AudioSet
music	Snare drum			AudioSet
music	Snare_drum			Fsd50k
music	Soca music			AudioSet
music	Song			AudioSet
music	Soprano saxophone			AudioSet
music	Soul music			AudioSet
music	Soundtrack music			AudioSet
music	Stationary music			Singapura
music	stationary-music			SONYC
music	Steel guitar, slide guitar		playing_guitar	AudioSet
music	Steelpan			AudioSet
music	street_music			UrbanSound8K
music	street_music			MAESTROsynthetic
music	String section			AudioSet
music	Strum	guitar_strumming		Fsd50k
music	Strum	guitar_strumming		AudioSet
music	Swing music			AudioSet
music	Synthesizer			AudioSet
music	Tabla			Fsd50k
music	Tabla			AudioSet
music	Tambourine			Fsd50k
music	Tambourine			AudioSet
music	Tapping (guitar technique)	guitar_tapping	playing_guitar	AudioSet
music	tapping guitar	guitar_tapping	playing_guitar	VGGSound
music	Techno			AudioSet
music	Tender music			AudioSet
music	Theme music			AudioSet
music	Theremin			AudioSet
music	Timpani			AudioSet
music	Traditional music			AudioSet
music	Trance music			AudioSet
music	Trap music			AudioSet
music	Trombone			AudioSet
music	Trumpet			Fsd50k
music	Trumpet			AudioSet
music	Tubular bells			AudioSet
music	UK garage			AudioSet
music	Ukulele			AudioSet
music	Vibraphone			AudioSet
music	Video game music			AudioSet
music	Violin, fiddle			AudioSet
music	Vocal music		singing	AudioSet
music	Wedding music			AudioSet
music	Wind chime			AudioSet
music	Wind chime			AudioSet_strong
music	wind chime			VGGSound
music	Wind instrument, woodwind instrument			AudioSet
music	Wind_chime			Fsd50k
music	Wind_instrument_and_woodwind_instrument			Fsd50k
music	Wood block			AudioSet
music	Zither			AudioSet
music	playing accordion			VGGSound
music	playing acoustic guitar		playing_guitar	VGGSound
music	playing bagpipes			VGGSound
music	playing banjo			VGGSound
music	playing bass drum			VGGSound
music	playing bass guitar			VGGSound
music	playing bassoon			VGGSound
music	playing bongo			VGGSound
music	playing bugle			VGGSound
music	playing castanets			VGGSound
music	playing cello			VGGSound
music	playing clarinet			VGGSound
music	playing congas			VGGSound
music	playing cornet			VGGSound
music	playing cymbal			VGGSound
music	playing didgeridoo			VGGSound
music	playing djembe			VGGSound
music	playing double bass			VGGSound
music	playing drum kit			VGGSound
music	playing electric guitar		playing_guitar	VGGSound
music	playing electronic organ			VGGSound
music	playing erhu			VGGSound
music	playing flute			VGGSound
music	playing french horn			VGGSound
music	playing glockenspiel			VGGSound
music	playing gong			VGGSound
music	playing guiro			VGGSound
music	playing hammond organ			VGGSound
music	playing harmonica			VGGSound
music	playing harp			VGGSound
music	playing harpsichord			VGGSound
music	playing mandolin			VGGSound
music	playing marimba, xylophone			VGGSound
music	playing oboe			VGGSound
music	playing piano			VGGSound
music	playing saxophone			VGGSound
music	playing shofar			VGGSound
music	playing sitar			VGGSound
music	playing snare drum			VGGSound
music	playing steel guitar, slide guitar		playing_guitar	VGGSound
music	playing steelpan			VGGSound
music	playing synthesizer			VGGSound
music	playing tabla			VGGSound
music	playing tambourine			VGGSound
music	playing theremin			VGGSound
music	playing timbales			VGGSound
music	playing timpani			VGGSound
music	playing trombone			VGGSound
music	playing trumpet			VGGSound
music	playing tympani			VGGSound
music	playing ukulele			VGGSound
music	playing vibraphone			VGGSound
music	playing violin, fiddle			VGGSound
music	playing washboard			VGGSound
music	playing zither			VGGSound
music	disc scratching			VGGSound
music	people shuffling			VGGSound
music	playing tuning fork			VGGSound
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
music_mood	Happy music			AudioSet
music_mood	Funny music			AudioSet
music_mood	Sad music			AudioSet
music_mood	Tender music			AudioSet
music_mood	Exciting music			AudioSet
music_mood	Angry music			AudioSet
music_mood	Scary music			AudioSet
				
happy_music	Happy music			AudioSet
				
funny_music	Funny music			AudioSet
				
sad_music	Sad music			AudioSet
				
tender_music	Tender music			AudioSet
				
exciting_music	Exciting music			AudioSet
				
angry_music	Angry music			AudioSet
				
scary_music	Scary music			AudioSet
				
musical_concepts	Song			AudioSet
musical_concepts	Melody			AudioSet
musical_concepts	Musical note			AudioSet
musical_concepts	Beat			AudioSet
musical_concepts	Drum beat			AudioSet
musical_concepts	Chord			AudioSet
musical_concepts	Harmony			AudioSet
musical_concepts	Bassline			AudioSet
musical_concepts	Loop			AudioSet
musical_concepts	Drone			AudioSet
musical_concepts	people shuffling			VGGSound
				
people_shuffling	people shuffling			VGGSound
				
drone	Drone			AudioSet
				
loop	Loop			AudioSet
				
bassline	Bassline			AudioSet
				
harmony	Harmony			AudioSet
				
chord	Chord			AudioSet
				
beat	Beat			AudioSet
beat	Drum beat			AudioSet
				
drum_beat	Drum beat			AudioSet
				
musical_note	Musical note			AudioSet
				
Melody	Melody			AudioSet
				
Song	Song			AudioSet
				
music_role	Background music			AudioSet
music_role	Theme music			AudioSet
music_role	Jingle (music)			AudioSet
music_role	Soundtrack music			AudioSet
music_role	Lullaby			AudioSet
music_role	Video game music			AudioSet
music_role	Christmas music			AudioSet
music_role	Dance music			AudioSet
music_role	Wedding music			AudioSet
music_role	Birthday music			AudioSet
				
birthday_music	Birthday music			AudioSet
				
wedding_music	Wedding music			AudioSet
				
dance_music	Dance music			AudioSet
				
christmas_music	Christmas music			AudioSet
				
video_game_music	Video game music			AudioSet
				
lullaby	Lullaby			AudioSet
				
soundtrack_music	Soundtrack music			AudioSet
				
jingle_music	Jingle (music)			AudioSet
				
music_genre	Pop music			AudioSet
music_genre	Blues			AudioSet
music_genre	Bluegrass			AudioSet
music_genre	Hip hop music			AudioSet
music_genre	Beatboxing			AudioSet
music_genre	beat boxing			VGGSound
music_genre	Grime music			AudioSet
music_genre	Trap music			AudioSet
music_genre	Rock music			AudioSet
music_genre	Heavy metal			AudioSet
music_genre	Punk rock			AudioSet
music_genre	Grunge			AudioSet
music_genre	Progressive rock			AudioSet
music_genre	Rock and roll			AudioSet
music_genre	Psychedelic rock			AudioSet
music_genre	Rhythm and blues			AudioSet
music_genre	Soul music			AudioSet
music_genre	Reggae			AudioSet
music_genre	Dub			AudioSet
music_genre	Country			AudioSet
music_genre	Funk			AudioSet
music_genre	Folk music			AudioSet
music_genre	Middle Eastern music			AudioSet
music_genre	Jazz			AudioSet
music_genre	Disco			AudioSet
music_genre	Classical music			AudioSet
music_genre	Opera			AudioSet
music_genre	Electronic music			AudioSet
music_genre	UK garage			AudioSet
music_genre	Noise music			AudioSet
music_genre	Trance music			AudioSet
music_genre	Ambient music			AudioSet
music_genre	Drone music			AudioSet
music_genre	Electronic dance music			AudioSet
music_genre	Electronica			AudioSet
music_genre	Drum and bass			AudioSet
music_genre	Oldschool jungle			AudioSet
music_genre	Electro			AudioSet
music_genre	Dubstep			AudioSet
music_genre	Techno			AudioSet
music_genre	House music			AudioSet
music_genre	Music of Latin America			AudioSet
music_genre	Cumbia			AudioSet
music_genre	Flamenco			AudioSet
music_genre	Funk carioca			AudioSet
music_genre	Kuduro			AudioSet
music_genre	Soca music			AudioSet
music_genre	Salsa music			AudioSet
music_genre	Music for children			AudioSet
music_genre	New-age music			AudioSet
music_genre	Vocal music		singing	AudioSet
music_genre	A capella		singing	AudioSet
music_genre	Choir		singing	AudioSet_strong
music_genre	Choir		singing	AudioSet
music_genre	Choir		choir_singing	AudioSet_strong
music_genre	Choir		choir_singing	AudioSet
music_genre	Chant	chant	singing	AudioSet_strong
music_genre	Chant	chant	singing	AudioSet
music_genre	Mantra	chant	singing	AudioSet_strong
music_genre	Mantra	chant	singing	AudioSet
music_genre	Music of Africa			AudioSet
music_genre	Kwaito			AudioSet
music_genre	Christian music			AudioSet
music_genre	Music of Asia			AudioSet
music_genre	Ska			AudioSet
music_genre	Traditional music			AudioSet
music_genre	Independent music			AudioSet
music_genre	Carnatic music			AudioSet
music_genre	Swing music			AudioSet
music_genre	Gospel music			AudioSet
music_genre	Music of Bollywood			AudioSet
music_genre	Afrobeat			AudioSet
music_genre	disc scratching			VGGSound
				
disc_scratching	disc scratching			VGGSound
				
country_music	Country			AudioSet
country_music	Bluegrass			AudioSet
country_music	Swing music			AudioSet
				
swing_music	Swing music			AudioSet
				
theme_music	Theme music			AudioSet
				
independent_music	Independent music			AudioSet
				
traditional_music	Traditional music			AudioSet
				
ska_music	Ska			AudioSet
				
asia_music	Music of Asia			AudioSet
asia_music	Carnatic music			AudioSet
asia_music	Music of Bollywood			AudioSet
				
music_of_Bollywood	Music of Bollywood			AudioSet
				
carnatic_music	Carnatic music			AudioSet
				
christian_music	Christian music			AudioSet
christian_music	Gospel music			AudioSet
				
gospel_music	Gospel music			AudioSet
				
vocal_music	Vocal music		singing	AudioSet
vocal_music	A capella		singing	AudioSet
vocal_music	Choir		singing	AudioSet_strong
vocal_music	Choir		singing	AudioSet
vocal_music	Choir		choir_singing	AudioSet_strong
vocal_music	Choir		choir_singing	AudioSet
vocal_music	Chant	chant	singing	AudioSet_strong
vocal_music	Chant	chant	singing	AudioSet
vocal_music	Mantra	chant	singing	AudioSet_strong
vocal_music	Mantra	chant	singing	AudioSet
				
a_capella	A capella		singing	AudioSet
				
aftrica_music	Music of Africa			AudioSet
aftrica_music	Afrobeat			AudioSet
aftrica_music	Kwaito			AudioSet
				
kwaito_music	Kwaito			AudioSet
				
afrobeat	Afrobeat			AudioSet
				
new-age_music	New-age music			AudioSet
				
children_music	Music for children			AudioSet
				
latin_america_music	Music of Latin America			AudioSet
latin_america_music	Cumbia			AudioSet
latin_america_music	Flamenco			AudioSet
latin_america_music	Funk carioca			AudioSet
latin_america_music	Kuduro			AudioSet
latin_america_music	Soca music			AudioSet
latin_america_music	Salsa music			AudioSet
				
cumbia_music	Cumbia			AudioSet
				
flamenco_music	Flamenco			AudioSet
				
funk_carioca_music	Funk carioca			AudioSet
				
kuduro_music	Kuduro			AudioSet
				
soca_music	Soca music			AudioSet
				
salsa_music	Salsa music			AudioSet
				
electronic_music	Electronic music			AudioSet
electronic_music	UK garage			AudioSet
electronic_music	Noise music			AudioSet
electronic_music	Trance music			AudioSet
electronic_music	Ambient music			AudioSet
electronic_music	Electronic dance music			AudioSet
electronic_music	Electronica			AudioSet
electronic_music	Drum and bass			AudioSet
electronic_music	Oldschool jungle			AudioSet
electronic_music	Electro			AudioSet
electronic_music	Dubstep			AudioSet
electronic_music	Techno			AudioSet
electronic_music	House music			AudioSet
				
UK_garage	UK garage			AudioSet
				
noise_music	Noise music			AudioSet
				
trance_music	Trance music			AudioSet
				
electronic_dance_music	Electronic dance music			AudioSet
				
electronica	Electronica			AudioSet
				
electro	Electro			AudioSet
				
dubstep	Dubstep			AudioSet
				
techno	Techno			AudioSet
				
house_music	House music			AudioSet
				
drum_and_bass	Drum and bass			AudioSet
drum_and_bass	Oldschool jungle			AudioSet
				
oldschool_jungle	Oldschool jungle			AudioSet
				
ambient_music	Ambient music			AudioSet
ambient_music	Drone music			AudioSet
				
drone_music	Drone music			AudioSet
				
classical_music	Classical music			AudioSet
classical_music	Opera			AudioSet
				
opera	Opera			AudioSet
				
disco_music	Disco			AudioSet
				
jazz_music	Jazz			AudioSet
				
middle_eastern_music	Middle Eastern music			AudioSet
				
folk_music	Folk music			AudioSet
				
funk_music	Funk			AudioSet
				
country_music	Country			AudioSet
				
reggae_music	Reggae			AudioSet
reggae_music	Dub			AudioSet
				
dub_music	Dub			AudioSet
				
soul_music	Soul music			AudioSet
				
rock_music	Rock music			AudioSet
rock_music	Heavy metal			AudioSet
rock_music	Punk rock			AudioSet
rock_music	Grunge			AudioSet
rock_music	Progressive rock			AudioSet
rock_music	Rock and roll			AudioSet
rock_music	Psychedelic rock			AudioSet
				
heavy_metal	Heavy metal			AudioSet
				
punk_rock	Punk rock			AudioSet
				
grunge	Grunge			AudioSet
				
progressive_rock	Progressive rock			AudioSet
				
rock_and_roll	Rock and roll			AudioSet
				
psychedelic_rock	Psychedelic rock			AudioSet
				
hip_hop_music	Hip hop music			AudioSet
hip_hop_music	Beatboxing			AudioSet
hip_hop_music	beat boxing			VGGSound
hip_hop_music	Grime music			AudioSet
hip_hop_music	Trap music			AudioSet
				
grime_music	Grime music			AudioSet
				
trap_music	Trap music			AudioSet
				
beatboxing_music	Beatboxing			AudioSet
beatboxing_music	beat boxing			VGGSound
				
pop_music	Pop music			AudioSet
				
blues_music	Rhythm and blues			AudioSet
blues_music	Blues			AudioSet
				
bluegrass_music	Bluegrass			AudioSet
				
background_music	Background music			AudioSet
				
angry_music	Angry music			AudioSet
				
ambient_music	Ambient music			AudioSet
				
musical_instrument	Tabla			Fsd50k
musical_instrument	Tabla			AudioSet
musical_instrument	Trumpet			Fsd50k
musical_instrument	Trumpet			AudioSet
musical_instrument	French horn			AudioSet
musical_instrument	Bugle			AudioSet
musical_instrument	Cornet			AudioSet
musical_instrument	Trombone			AudioSet
musical_instrument	Musical_instrument			Fsd50k
musical_instrument	Musical instrument			AudioSet
musical_instrument	Musical instrument			Starss22
musical_instrument	Accordion			Fsd50k
musical_instrument	Accordion			AudioSet
musical_instrument	Acoustic_guitar			Fsd50k
musical_instrument	Acoustic guitar			AudioSet
musical_instrument	Piano			Fsd50k
musical_instrument	Piano			AudioSet
musical_instrument	piano			TAUNIGENSSpatialSoundEvents2020
musical_instrument	piano			Nigens
musical_instrument	Bass_drum			Fsd50k
musical_instrument	Bass drum			AudioSet
musical_instrument	Bass_guitar			Fsd50k
musical_instrument	Bass guitar			AudioSet
musical_instrument	Bowed_string_instrument			Fsd50k
musical_instrument	Bowed string instrument			AudioSet
musical_instrument	Brass_instrument			Fsd50k
musical_instrument	Brass instrument			AudioSet
musical_instrument	Electric_guitar			Fsd50k
musical_instrument	Electric guitar			AudioSet
musical_instrument	Guitar			Fsd50k
musical_instrument	Guitar			AudioSet
musical_instrument	Harmonica			Fsd50k
musical_instrument	Harmonica			AudioSet
musical_instrument	Harp			Fsd50k
musical_instrument	Harp			AudioSet
musical_instrument	Hi-hat			Fsd50k
musical_instrument	Hi-hat			AudioSet
musical_instrument	Percussion			Fsd50k
musical_instrument	Percussion			AudioSet
musical_instrument	Plucked_string_instrument			Fsd50k
musical_instrument	Plucked string instrument			AudioSet
musical_instrument	Mallet_percussion			Fsd50k
musical_instrument	Mallet percussion			AudioSet
musical_instrument	Marimba_and_xylophone			Fsd50k
musical_instrument	Marimba, xylophone			AudioSet
musical_instrument	Tambourine			Fsd50k
musical_instrument	Tambourine			AudioSet
musical_instrument	Wind_instrument_and_woodwind_instrument			Fsd50k
musical_instrument	Wind instrument, woodwind instrument			AudioSet
musical_instrument	Snare_drum			Fsd50k
musical_instrument	Snare drum			AudioSet
musical_instrument	Organ			Fsd50k
musical_instrument	Organ			AudioSet
musical_instrument	Keyboard_(musical)			Fsd50k
musical_instrument	Keyboard (musical)			AudioSet
musical_instrument	Glockenspiel			Fsd50k
musical_instrument	Glockenspiel			AudioSet
musical_instrument	Gong			Fsd50k
musical_instrument	Gong			AudioSet
musical_instrument	Drum_kit			Fsd50k
musical_instrument	Drum kit			AudioSet
musical_instrument	Cowbell			Fsd50k
musical_instrument	Cowbell			AudioSet
musical_instrument	Cowbell			AudioSet_strong
musical_instrument	Bell			Fsd50k
musical_instrument	Bell			AudioSet_strong
musical_instrument	Bell			AudioSet
musical_instrument	Chime			Fsd50k
musical_instrument	Chime			AudioSet_strong
musical_instrument	Chime			AudioSet
musical_instrument	Crash_cymbal			Fsd50k
musical_instrument	Crash_cymbal			AudioSet_strong
musical_instrument	Crash cymbal			AudioSet
musical_instrument	Church bell	church_bell_ringing		AudioSet
musical_instrument	Church bell	church_bell_ringing		AudioSet_strong
musical_instrument	Church_bell	church_bell_ringing		Fsd50k
musical_instrument	church_bells	church_bell_ringing		ESC50
musical_instrument	church bell ringing	church_bell_ringing		VGGSound
musical_instrument	Church bell	bell_ringing		AudioSet
musical_instrument	Church bell	bell_ringing		AudioSet_strong
musical_instrument	Church_bell	bell_ringing		Fsd50k
musical_instrument	church_bells	bell_ringing		ESC50
musical_instrument	church bell ringing	bell_ringing		VGGSound
musical_instrument	Drum			Fsd50k
musical_instrument	Drum			AudioSet
musical_instrument	Wind_chime			Fsd50k
musical_instrument	Wind chime			AudioSet
musical_instrument	Wind chime			AudioSet_strong
musical_instrument	wind chime			VGGSound
musical_instrument	Cymbal			Fsd50k
musical_instrument	Cymbal			AudioSet
musical_instrument	Cymbal			AudioSet_strong
musical_instrument	Strum	guitar_strumming		Fsd50k
musical_instrument	Strum	guitar_strumming		AudioSet
musical_instrument	Rattle_(instrument)			Fsd50k
musical_instrument	Rattle (instrument)			AudioSet_strong
musical_instrument	Rattle (instrument)			AudioSet
musical_instrument	Bagpipes			AudioSet
musical_instrument	Banjo			AudioSet
musical_instrument	Cello			AudioSet
musical_instrument	Clarinet			AudioSet
musical_instrument	Didgeridoo			AudioSet
musical_instrument	Double bass			AudioSet
musical_instrument	Violin, fiddle			AudioSet
musical_instrument	String section			AudioSet
musical_instrument	Steel guitar, slide guitar		playing_guitar	AudioSet
musical_instrument	Tapping (guitar technique)	guitar_tapping	playing_guitar	AudioSet
musical_instrument	tapping guitar	guitar_tapping	playing_guitar	VGGSound
musical_instrument	Flute			AudioSet
musical_instrument	Saxophone			AudioSet
musical_instrument	Alto saxophone			AudioSet
musical_instrument	Soprano saxophone			AudioSet
musical_instrument	Oboe			AudioSet
musical_instrument	Bassoon			AudioSet
musical_instrument	Synthesizer			AudioSet
musical_instrument	Harpsichord			AudioSet
musical_instrument	Drum machine			AudioSet
musical_instrument	Ukulele			AudioSet
musical_instrument	Zither			AudioSet
musical_instrument	Mandolin			AudioSet
musical_instrument	Sitar			AudioSet
musical_instrument	Electric piano			AudioSet
musical_instrument	Rhodes piano			AudioSet
musical_instrument	Clavinet			AudioSet
musical_instrument	Sampler			AudioSet
musical_instrument	Mellotron			AudioSet
musical_instrument	Electronic organ			AudioSet
musical_instrument	Hammond organ			AudioSet
musical_instrument	Steelpan			AudioSet
musical_instrument	Vibraphone			AudioSet
musical_instrument	Tubular bells			AudioSet
musical_instrument	Maraca			AudioSet
musical_instrument	Wood block			AudioSet
musical_instrument	Timpani			AudioSet
musical_instrument	Pizzicato			AudioSet
musical_instrument	Orchestra			AudioSet
musical_instrument	orchestra			VGGSound
musical_instrument	Scratching_(performance_technique)	vinyl_scratching		Fsd50k
musical_instrument	Scratching (performance technique)	vinyl_scratching		AudioSet
musical_instrument	playing accordion			VGGSound
musical_instrument	playing acoustic guitar		playing_guitar	VGGSound
musical_instrument	playing bagpipes			VGGSound
musical_instrument	playing banjo			VGGSound
musical_instrument	playing bass drum			VGGSound
musical_instrument	playing bass guitar			VGGSound
musical_instrument	playing bassoon			VGGSound
musical_instrument	playing bongo			VGGSound
musical_instrument	playing bugle			VGGSound
musical_instrument	playing castanets			VGGSound
musical_instrument	playing cello			VGGSound
musical_instrument	playing clarinet			VGGSound
musical_instrument	playing congas			VGGSound
musical_instrument	playing cornet			VGGSound
musical_instrument	playing cymbal			VGGSound
musical_instrument	playing didgeridoo			VGGSound
musical_instrument	playing djembe			VGGSound
musical_instrument	playing double bass			VGGSound
musical_instrument	playing drum kit			VGGSound
musical_instrument	playing electric guitar		playing_guitar	VGGSound
musical_instrument	playing electronic organ			VGGSound
musical_instrument	playing erhu			VGGSound
musical_instrument	playing flute			VGGSound
musical_instrument	playing french horn			VGGSound
musical_instrument	playing glockenspiel			VGGSound
musical_instrument	playing gong			VGGSound
musical_instrument	playing guiro			VGGSound
musical_instrument	playing hammond organ			VGGSound
musical_instrument	playing harmonica			VGGSound
musical_instrument	playing harp			VGGSound
musical_instrument	playing harpsichord			VGGSound
musical_instrument	playing mandolin			VGGSound
musical_instrument	playing marimba, xylophone			VGGSound
musical_instrument	playing oboe			VGGSound
musical_instrument	playing piano			VGGSound
musical_instrument	playing saxophone			VGGSound
musical_instrument	playing shofar			VGGSound
musical_instrument	playing sitar			VGGSound
musical_instrument	playing snare drum			VGGSound
